# The following lines are joining a few users to the site previously created,,,,,,,,,,,,,,,,,,,,,,,,,
SiteMembers,/content/sites/communities/en/configuration.json,addMembers,weston.mccall@dodgit.com,addMembers,aaron.mcdonald@mailinator.com,addMembers,jason.werner@dodgit.com,addMembers,ryan.palmer@spambob.com,addMembers,josh.bradley@pookmail.com,addMembers,rebekah.larsen@trashymail.com,addMembers,andrew.schaeffer@trashymail.com,addMembers,donna.billups@pookmail.com,addMembers,boyd.larsen@dodgit.com,addMembers,emily.andrews@mailinator.com,addMembers,felicia.carter@trashymail.com,addMembers,ashley.thompson@spambob.com
Group,/content/sites/communities/en/groups/jcr:content/content/primary/communitygroups.social.json,aaron.mcdonald@mailinator.com,name,Winter Sports,urlName,wintersports,jcr:description,Winter Sports Interest Group - Open to All,type,Open,blueprint,/etc/community/templates/groups/reference/reference-group-forum-site ,file,winter.jpg,,,,,,,,,,,
Group,/content/sites/communities/en/groups/jcr:content/content/primary/communitygroups.social.json,aaron.mcdonald@mailinator.com,name,Surfing,urlName,surfing,jcr:description,Surfing Interest Group - Open to All,type,Open,blueprint,/etc/community/templates/groups/reference/reference-group-forum-site ,file,surfing.jpg,,,,,,,,,,,
# The following lines are joining a few users into these groups,,,,,,,,,,,,,,,,,,,,,,,,,
Join,/content/sites/communities/en/groups/hiking/configuration.social.json,,,,,,,,,,,,,,,,,,,,,,,,
jason.werner@dodgit.com,0,,,,,,,,,,,,,,,,,,,,,,,,
ryan.palmer@spambob.com,0,,,,,,,,,,,,,,,,,,,,,,,,
emily.andrews@mailinator.com,0,,,,,,,,,,,,,,,,,,,,,,,,
boyd.larsen@dodgit.com,0,,,,,,,,,,,,,,,,,,,,,,,,
josh.bradley@pookmail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
felicia.carter@trashymail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
ashley.thompson@spambob.com,0,,,,,,,,,,,,,,,,,,,,,,,,
rebekah.larsen@trashymail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
james.devore@spambob.com,0,,,,,,,,,,,,,,,,,,,,,,,,
andrew.schaeffer@trashymail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
donna.billups@pookmail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
Join,/content/sites/communities/en/groups/running/configuration.social.json,,,,,,,,,,,,,,,,,,,,,,,,
jason.werner@dodgit.com,0,,,,,,,,,,,,,,,,,,,,,,,,
ryan.palmer@spambob.com,0,,,,,,,,,,,,,,,,,,,,,,,,
emily.andrews@mailinator.com,0,,,,,,,,,,,,,,,,,,,,,,,,
boyd.larsen@dodgit.com,0,,,,,,,,,,,,,,,,,,,,,,,,
josh.bradley@pookmail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
felicia.carter@trashymail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
ashley.thompson@spambob.com,0,,,,,,,,,,,,,,,,,,,,,,,,
rebekah.larsen@trashymail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
andrew.schaeffer@trashymail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
donna.billups@pookmail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
Join,/content/sites/communities/en/groups/surfing/configuration.social.json,,,,,,,,,,,,,,,,,,,,,,,,
jason.werner@dodgit.com,0,,,,,,,,,,,,,,,,,,,,,,,,
ryan.palmer@spambob.com,0,,,,,,,,,,,,,,,,,,,,,,,,
emily.andrews@mailinator.com,0,,,,,,,,,,,,,,,,,,,,,,,,
boyd.larsen@dodgit.com,0,,,,,,,,,,,,,,,,,,,,,,,,
josh.bradley@pookmail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
felicia.carter@trashymail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
ashley.thompson@spambob.com,0,,,,,,,,,,,,,,,,,,,,,,,,
weston.mccall@dodgit.com,0,,,,,,,,,,,,,,,,,,,,,,,,
rebekah.larsen@trashymail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
andrew.schaeffer@trashymail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
donna.billups@pookmail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
Join,/content/sites/communities/en/groups/wintersports/configuration.social.json,,,,,,,,,,,,,,,,,,,,,,,,
jason.werner@dodgit.com,0,,,,,,,,,,,,,,,,,,,,,,,,
ryan.palmer@spambob.com,0,,,,,,,,,,,,,,,,,,,,,,,,
emily.andrews@mailinator.com,0,,,,,,,,,,,,,,,,,,,,,,,,
boyd.larsen@dodgit.com,0,,,,,,,,,,,,,,,,,,,,,,,,
josh.bradley@pookmail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
felicia.carter@trashymail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
ashley.thompson@spambob.com,0,,,,,,,,,,,,,,,,,,,,,,,,
rebekah.larsen@trashymail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
andrew.schaeffer@trashymail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
donna.billups@pookmail.com,0,,,,,,,,,,,,,,,,,,,,,,,,
"# The following lines are upgrading and recreating the main ""Forum"" page and forum content for a Community Site named /communities",,,,,,,,,,,,,,,,,,,,,,,,,
Forum,/content/sites/communities/en/forum/jcr:content/content/primary/forum.social.json,rteEnabled,TRUE,allowVoting,TRUE,allowRepliesToComments,TRUE,allowCloseComments,TRUE,allowDeleteComments,TRUE,allowDenyComments,TRUE,allowFlagComments,TRUE,flagModerateThreshold,1,flagViewThreshold,3,allowFileUploads,TRUE,,,,
aaron.mcdonald@mailinator.com,0,Slopeside Jacket,"Is there a waterproof rating for the Slopeside jacket, and are the seams taped?",,,,,,,,,,,,,,,,,,,,,,
jason.werner@dodgit.com,1,Reply,"Aaron, I was in the same boat as you when looking at this jacket. I ended up deciding to just buy the jacket and hope that it came with all the info I needed to make an educated decision and either keep it or send it back for something else. This is what the Slopeside gives you: -Guaranteed waterproof to 10,000 mm -Guaranteed breathability to 10,000 g/m2 -Critically taped 13mm seams Now that's a nice jacket. Needless to say, I kept mine.",iStock_000018314658Small_edit.jpg,,,,,,,,,,,,,,,,,,,,,
weston.mccall@dodgit.com,1,Reply,"I got last season's version of this jacket and took it up the mountain at least 60 times. If this one is anything like the last one, you will be happy with the waterproof rating. I had zero problems with it, even when I got stuck on the lift one time and was sitting/leaning on it for half an hour straight in a snowstorm. That's about all you need.",,,,,,,,,,,,,,,,,,,,,,
james.devore@spambob.com,1,Reply,"Sounds like you're going to hear nothing but greatness about this jacket. I will give the Slopeside my own personal waterproof rating of _built like a brick house.' I have taken this everywhere from snowboarding to hiking in a downpour to sitting in the rain at an outdoor concert. Not only is it completely waterproof, but also I never get too hot or clammy because it ventilates so well.",,,,,,,,,,,,,,,,,,,,,,
ryan.palmer@spambob.com,1,Reply,I'm happy to hear all of you have great things to say about your jackets because mine was a huge disappointment. The seams leak like crazy. I'm so happy because now I know I got a dud_definitely using my warranty and sending mine back for a replacement.,,,,,,,,,,,,,,,,,,,,,,
emily.andrews@mailinator.com,0,Blackcomb Gloves,Do the Blackcomb gloves have a pocket for hand warmers?,,,,,,,,,,,,,,,,,,,,,,
boyd.larsen@dodgit.com,1,Reply,Nope. You need to spend about $100 to get a hand warmer pouch.,,,,,,,,,,,,,,,,,,,,,,
aaron.mcdonald@mailinator.com,1,Reply,You can just shove the hand warmer in the glove without the pocket!,,,,,,,,,,,,,,,,,,,,,,
felicia.carter@trashymail.com,1,Reply,"These gloves do not have hand warmers, but I have found with them that you don't really need the warmers, and I consider myself one to get cold pretty easily, especially in my fingers and toes. The gloves are completely waterproof and have a great drawstring that helps to keep snow out and your body heat out.",,,,,,,,,,,,,,,,,,,,,,
jason.werner@dodgit.com,1,Reply,"If you don't want to spend the extra money for gloves with a warmer pouch, I would suggest taking a pair of one-size-fits-all-liners (if you don't already have some, they cost $2 just about anywhere) and wearing them under your gloves. This way, you can slide the hand warmer between the gloves and not risk irritating your hands. The only drawback is, of course, if you need to grip anything like ski poles the warmers will get in the way. Good luck!",,,,,,,,,,,,,,,,,,,,,,
weston.mccall@dodgit.com,0,Lagos mini longboard,Is the Lagos mini longboard surfboard epoxy or fiberglass?,,,,,,,,,,,,,,,,,,,,,,
ashley.thompson@spambob.com,1,Reply,The Lagos is made of epoxy and does not contain any fiberglass.,,,,,,,,,,,,,,,,,,,,,,
aaron.mcdonald@mailinator.com,1,Reply,"The Lagos is an all-epoxy, super light board. That's a good question that I think a lot of people overlook when shopping around for their first board, so good looking out. In addition to the Lagos being a lot lighter than a glass board, it is also way stronger which is an important consideration if you plan on being bad for a while (kidding). Overall, I recommend epoxy. It's more buoyant and if you are one to care about the environment, epoxy decomposes a lot faster than traditional glass. My friend has a GoPro and got this awesome picture of me on my board (it's epoxy).",iStock_000008387990Small_edit.jpg,,,,,,,,,,,,,,,,,,,,,
donna.billups@pookmail.com,1,Reply,"You may also want to check out NexGen. It's like epoxy, but crazy light without any stiffness.",,,,,,,,,,,,,,,,,,,,,,
aaron.mcdonald@mailinator.com,1,Reply,"Donna is right about NexGen, as long as you are okay shelling out big $$$.",,,,,,,,,,,,,,,,,,,,,,
emily.andrews@mailinator.com,0,m2121 pedals,"I would be interested in buying the M2121 pedals, but I need to know what type of cleats they pair with first. Any help?",,,,,,,,,,,,,,,,,,,,,,
josh.bradley@pookmail.com,1,Reply,"The M2121 pedals take a standard MTB cleat. Fortunately, you don't even have to worry about any of that. The pedals are actually packaged with the cleats! All you need to do is buy these pedals and then some MTB compatible shoes. Sometimes, the shoes will come with the cleats as well, depending on the brand. This is handy because you will wear the cleats out. I have the M2121 and this is a picture of my setup.",iStock_000010857602Small.jpg,,,,,,,,,,,,,,,,,,,,,
andrew.schaeffer@trashymail.com,0,Longirod Trek hiking poles,"I am having trouble with my Longirod Trek hiking poles. I tighten the extension locks as tight as I can, but they still loosen up after only an hour of use. Is there a trick to this that I need to know about? Is this a defect that is covered by my warranty?",,,,,,,,,,,,,,,,,,,,,,
jason.werner@dodgit.com,1,Reply,"I can't really tell with the picture, so you'll have to tell me if the pole extensions have a twist and lock or a lever clamp.",,,,,,,,,,,,,,,,,,,,,,
andrew.schaeffer@trashymail.com,1,Reply,They twist and lock to tighten at two different points on the telescope.,,,,,,,,,,,,,,,,,,,,,,
jason.werner@dodgit.com,1,Reply,"In that case, you may have just bought a pair of poles that can't do what you expect them to, which is to stay tight for an entire hike. The twist and lock poles are kind of an outdated technology as far as poles are concerned. The threads inside the locking mechanism are just asking to get worn out or stripped every time you make an adjustment. It's a catch 22. If you don't tighten the poles tight enough, they don't stay at the height they are supposed to. If you tighten the poles too tight, every time you do the threads will become less effective. I would recommend finding a pair of poles that have the FlickLock system. You simply pull a lever out from the pole to adjust, and then clamp it back down to tighten, much like the quick-release lever on bicycle tires and seats.",,,,,,,,,,,,,,,,,,,,,,
aaron.mcdonald@mailinator.com,1,Reply,"I agree with Jason on this one, except that there are twist and lock poles out there that actually do work and last a long time. They are called $250 poles. But honestly, if you are going to spend the money, get the FlickLock.",,,,,,,,,,,,,,,,,,,,,,
ashley.thompson@spambob.com,1,Reply,"Andrew, we are sorry that you are having trouble with your Longirod Trek poles. The locking mechanism is covered by your warranty. You can either receive a full refund or get replacement poles if yours are defective. We have already emailed you detailed information about getting this issue resolved at your convenience.",,,,,,,,,,,,,,,,,,,,,,
weston.mccall@dodgit.com,1,Reply,"In addition to FlickLock, look into poles with the SLS system. This type of extension has an expander/screw combination that you could lean on with your full body weight, and it's not going to go anywhere. I've been using poles with SLS for a few years now for both summer and winter hiking (my buddy took this picture of me while we were out last time) and I have had zero complaints.",iStock_000019572344Small.jpg,,,,,,,,,,,,,,,,,,,,,
rebekah.larsen@trashymail.com,0,Aqua Force GPS,Does anyone know if the Aqua Force GPS monitor can log multiple runs?,,,,,,,,,,,,,,,,,,,,,,
josh.bradley@pookmail.com,1,Reply,"Yes. The Aqua Force is capable of storing four runs at a time. Your runs logged will detail the time of the run, distance traveled, and elevation gained or lost. It's a pretty handy little function that I use all the time.",,,,,,,,,,,,,,,,,,,,,,
felicia.carter@trashymail.com,0,Pufferfish fins,"I would like to know the materials used in the Pufferfish fins. Unfortunately, I am allergic to silicone and need to make sure the skirt and strap around the ankle won't be a problem for me.",,,,,,,,,,,,,,,,,,,,,,
aaron.mcdonald@mailinator.com,1,Reply,"The Pufferfish fins do use silicone, so if you have a silicone allergy then we recommend not purchasing this product. We currently do not have a silicone free fin set, but your question has been forwarded to our procurement department so that we can hopefully offer you an alternative in the future.",,,,,,,,,,,,,,,,,,,,,,
josh.bradley@pookmail.com,1,Reply,"One of my kids has a silicone allergy, so fortunately for you I have already done the research on this! If you are out there looking for snorkeling fins, you won't find much in the silicone free department. However, if you look around for SCUBA fins, you will find a pretty decent selection. The SCUBA fins will offer a heel strap that clicks to tighten, and is made entirely of plastic. The only drawback: you will need to wear neoprene dive boots. They are quite comfy and keep your feet warm, but it is another expense.",iStock_000017623596Small.jpg,,,,,,,,,,,,,,,,,,,,,
felicia.carter@trashymail.com,1,Reply,"Josh, thanks for the reply. I will definitely look into getting SCUBA fins. I've already accepted the fact that I will have to pay extra on a few things here and there because of my allergy, and this option doesn't sound unreasonable at all. I'm wondering if I can just buy the booties and wear them with silicone snorkeling fins since my skin wouldn't come in contact with the fins at all. Maybe that would save me some money_..",,,,,,,,,,,,,,,,,,,,,,
josh.bradley@pookmail.com,1,Reply,"Felicia, unfortunately that will not work. Snorkeling fins are generally too narrow around the ball of your foot to allow for a bootie. It would be pretty uncomfortable if it were even possible, in my opinion.",,,,,,,,,,,,,,,,,,,,,,
felicia.carter@trashymail.com,1,Reply,Worst customer experience ever on my end. Moving on_,,,,,,,,,,,,,,,,,,,,,,
donna.billups@pookmail.com,1,Reply,Merci pour toutes ces informations ! Cela m'est tres utile.,,,,,,,,,,,,,,,,,,,,,,
weston.mccall@dodgit.com,0,Whistler Snowboard,"If I buy the Whistler Snowboard, can I switch out the bindings or am I stuck with the ones it comes with?",,,,,,,,,,,,,,,,,,,,,,
aaron.mcdonald@mailinator.com,1,Reply,"The Whistler is compatible with just about any binding setup out there, with the exception of Burton. If you get the Whistler, you will have four screw holes to attach the baseplate to, which is almost universal (Burton only has three holes).",,,,,,,,,,,,,,,,,,,,,,
ryan.palmer@spambob.com,1,Reply,I changed out the bindings when I got the Whistler because I don't like the straps (they bother my ankles). I had no issues attaching my step bindings.,,,,,,,,,,,,,,,,,,,,,,
ashley.thompson@spambob.com,0,Sequoia helmet,I would like to know if there is an impact rating for the Sequoia helmet. Does anyone know where I can find this info?,,,,,,,,,,,,,,,,,,,,,,
ryan.palmer@spambob.com,1,Reply,"I bought this helmet, and on the packaging it reads, ""The Sequoia is made of a fully reinforced, singular structure that disperses impact across multiple nerves between the vents for maximum protection."" It doesn't say anything specific about an impact rating, like a numerical value, but I hope that helps.",,,,,,,,,,,,,,,,,,,,,,
aaron.mcdonald@mailinator.com,1,Reply,"Our helmets are put through rigorous impact tests to ensure that all our products meet the most stringent safety standards. To test our helmets, we drop each one from a minimum of 7' so that it reaches at least 20 ft./sec_and measure the results as per safety regulations published by the U.S. Consumer Product Safety Commission Requirements for Bicycle Helmets. Every helmet, including the Sequoia, meets or exceeds the Commission's pass/fail test for impact, as well as chinstrap safety and peripheral vision testing. We hope this information helps.",,,,,,,,,,,,,,,,,,,,,,
ashley.thompson@spambob.com,0,Warranty issue,"What do I do if I need to use my warranty, but I can't find my documentation anywhere?",,,,,,,,,,,,,,,,,,,,,,
aaron.mcdonald@mailinator.com,1,Reply,"If you misplaced or threw away your warranty information, simply contact us and tell us what product you need warranty info for as well as your purchase date. We'll take care of the rest! Email: info@geometrixx.com Phone: 801-555-1081",,,,,,,,,,,,,,,,,,,,,,
josh.bradley@pookmail.com,1,Reply,"I had to contact Geometrixx to obtain warranty information for a water bottle. I opted to email instead of call, and I still had the information I needed, in hand, less than 24 hours later. You can't ask for better customer service.",,,,,,,,,,,,,,,,,,,,,,
# The following lines are creating the forum component and the associated content for the Community Groups in the Reference site,,,,,,,,,,,,,,,,,,,,,,,,,
Forum,/content/sites/communities/en/groups/hiking/jcr:content/content/primary/forum.social.json,sling:resourceType,social/forum/components/hbs/forum,rteEnabled,TRUE,allowVoting,TRUE,allowRepliesToComments,TRUE,allowCloseComments,TRUE,allowDeleteComments,TRUE,allowDenyComments,TRUE,allowFlagComments,TRUE,flagModerateThreshold,1,flagViewThreshold,3,allowFileUploads,TRUE,,
rebekah.larsen@trashymail.com,0,Best GPS for hiking?,"I want to buy my husband a GPS navigator as a gift. He is an avid hiker and is always talking about how great it would be to have one. I don't know a lot about the technology or options available out there, and I am hoping for a little advice backed by experience.",,,,,,,,,,,,,,,,,,,,,,
ryan.palmer@spambob.com,1,Reply,I am currently using the Aqua Force GPS fitness monitor. After about six months I can honestly say that I am impressed. The reading is accurate and since it is a fitness watch it can also track runs and has all the normal functions you would expect of a watch.,iStock_000020970305Small.jpg,,,,,,,,,,,,,,,,,,,,,
weston.mccall@dodgit.com,1,Reply,"Why do you need a GPS to hike? If I have to, I'll use the stars!",,,,,,,,,,,,,,,,,,,,,,
rebekah.larsen@trashymail.com,1,Reply,"Ryan thanks for the info, I'll definitely check out the Aqua Force. I like the idea of it being a GPS watch. I think he'll be less likely to lose it on the trail. Weston, I would rather my husband figures out where he is before it gets dark",,,,,,,,,,,,,,,,,,,,,,
josh.bradley@pookmail.com,0,"Just reading up on Kili""","I found out today that each year around 15,000 people attempt to summit Kilimanjaro. I hope this isn't going to be crowded. Not at all what I was expecting""",,,,,,,,,,,,,,,,,,,,,,
boyd.larsen@dodgit.com,0,Do you wear the Interlaken Trek shoes?,I'm wondering how good these shoes are for a serious trail runner. I don't really have to worry about pronation or anything; I just need a quality pair of shoes that can take a beating.,,,,,,,,,,,,,,,,,,,,,,
ryan.palmer@spambob.com,1,Reply,"I actually do have those shoes. Drum roll""they are fantastic. Not only do they work for trail running, but they are also good when I go off the trail for a good scramble.",,,,,,,,,,,,,,,,,,,,,,
jason.werner@dodgit.com,1,Reply,"I don't know anything about the Interlaken shoes, but my boyfriend recently got the Nairobi runners. They are listed as trail running shoes, but he uses them for it anyway and I know he really likes them a lot.",,,,,,,,,,,,,,,,,,,,,,
aaron.mcdonald@mailinator.com,0,What's the deal with flannel?,"When I was a kid, everyone hated wearing flannel. It was uncomfortable and no one liked the print. Now, every one and their dog (literally, I've seen it) seem to be wearing flannel on the trail. I don't get fashion.",flannel.jpg,,,,,,,,,,,,,,,,,,,,,
felicia.carter@trashymail.com,1,Reply,"Fashion flannel! Ha ha, yeah its been coming back into style around my neighborhood, too.",iStock_000014463230Small.jpg,,,,,,,,,,,,,,,,,,,,,
josh.bradley@pookmail.com,1,Reply,Funny you say that. My son is all about getting a bunch of flannel for our upcoming trip. Must be the new trend. Better than the saggy jeans business.,iStock_000017784982Small.jpg,,,,,,,,,,,,,,,,,,,,,
boyd.larsen@dodgit.com,1,Reply,"Aaron, you're just jealous you haven't jumped on the flannel wagon yet",iStock_000010029680Small.jpg,,,,,,,,,,,,,,,,,,,,,
donna.billups@pookmail.com,0,Buy these shorts,"The Candide trail shorts are amazing. Not only are they incredibly comfortable and flexible in all the right places, they also repelled water during heavy rain and breathed incredibly well. Finding all this in an affordable pair of hiking shorts is a rare find.",iStock_000019684647Small.jpg,,,,,,,,,,,,,,,,,,,,,
ashley.thompson@spambob.com,1,Reply,"Thanks for the recommendation, Donna. There aren't a lot of women on here, so it's nice to hear your perspective on clothing",,,,,,,,,,,,,,,,,,,,,,
emily.andrews@mailinator.com,1,Reply,I was thinking about buying a pair of those shorts. You just convinced me and I placed the order!,,,,,,,,,,,,,,,,,,,,,,
donna.billups@pookmail.com,1,Reply,Emily that's great. Let me know if you like them as much as I do.,,,,,,,,,,,,,,,,,,,,,,
felicia.carter@trashymail.com,1,Reply,"Ladies, if you like the Candide shorts, but want something for warmer days, definitely check out the Grand Cayman shorts. I love them so much I bought two pair!",iStock_000010253845Small.jpg,,,,,,,,,,,,,,,,,,,,,
james.devore@spambob.com,0,Hiking the Grand Canyon,"Has anyone ever hiked down and back up the Grand Canyon? I'm wondering, for an experienced hiker who usually moves faster than most others, how long this will take.",,,,,,,,,,,,,,,,,,,,,,
andrew.schaeffer@trashymail.com,0,Expert advice: how to deal with a moose on the trail,"Just had one of the scariest experiences of my life. I rounded a corner on the trail at about 9:30am when there were very few hikers around, and came within 10 feet of a moose that wasn't too happy to see me and started in my direction. Remembering a ridiculously illustrated, yet informative sign post I read years ago, I ran uphill as fast as I could and got behind the first big tree I could find. I turned around to see the moose charging up the small hill right in my direction. I waved my hands from behind the tree until I heard a hard thud. Looking around the side of the tree, I saw a dejected looking moose walking slowly back down to the trail. After twenty minutes of standing frozen, I decided to call it a day.",iStock_000021490553Small.jpg,,,,,,,,,,,,,,,,,,,,,
aaron.mcdonald@mailinator.com,1,Reply,Dude that is the craziest thing I have ever heard! I can't believe that worked. You are one luck guy.,,,,,,,,,,,,,,,,,,,,,,
andrew.schaeffer@trashymail.com,1,Reply,"Yeah, trust me I feel lucky. It's weird that the illustrations I always made fun of popped into my head at exactly the right moment. I guess that's why they make them so cheesy"".that way we'll never forget! He was a small guy so I'm guessing he wasn't too smart, either.",,,,,,,,,,,,,,,,,,,,,,
donna.billups@pookmail.com,1,Reply,Andrew! That makes you even luckier. A small moose means a mother moose is near. How scary.,,,,,,,,,,,,,,,,,,,,,,
ashley.thompson@spambob.com,0,Gearing up for colder hikes,"I have never been much of a colder weather hiker, but this year I think I'm going to give it a shot. I don't like getting all bulked up in clothing and gear, so I'm looking for some advice about how to stay warm without looking like an Eskimo.",,,,,,,,,,,,,,,,,,,,,,
emily.andrews@mailinator.com,1,Reply,Hand and foot warmers! Or anywhere else on your body you want to put them!,,,,,,,,,,,,,,,,,,,,,,
josh.bradley@pookmail.com,1,Reply,"Layering is key. I know you don't want to look like an Eskimo, so you may have to pay a little extra for the nicer stuff. I would recommend just carrying a hydration daypack with a pocket large enough for your snacks and enough space to carry an extra layer. Get a nice, breathable base layer, a thin wool (also breathable) shirt, and pants and a jacket with zip vents.",iStock_000021833418Small.jpg,,,,,,,,,,,,,,,,,,,,,
weston.mccall@dodgit.com,1,Reply,"Waterproof and breathable. If it does that, you're set.",iStock_000012211589Small.jpg,,,,,,,,,,,,,,,,,,,,,
boyd.larsen@dodgit.com,1,Reply,Check out the Mont Tremblant gloves. They are ski gloves so they're super low profile and don't feel bulky at all. Even if you use hiking poles you shouldn't have any issues with these.,,,,,,,,,,,,,,,,,,,,,,
james.devore@spambob.com,0,"Granite Hot Springs: a must if hiking Jackson, Wyo.","My friends and I were hiking a few miles outside Jackson and came across two girls from Israel who looked like they had just taken a dip. We asked them what they were up to since the Snake River was way too cold to run around in, and they let us know about the Granite Hot Springs at the base of a series of trailheads. Seriously, go there. There is nothing better than coming back down from a hike and soaking in mineral-rich, natural hot springs. Plus, it's only a few dollars for unlimited use for a day.",iStock_000000833973Small.jpg,,,,,,,,,,,,,,,,,,,,,
rebekah.larsen@trashymail.com,1,Reply,That sounds so nice!,,,,,,,,,,,,,,,,,,,,,,
emily.andrews@mailinator.com,1,Reply,"Nothing like a natural spa day after a nice hike! Sounds amazing""I think I'll check it out.",,,,,,,,,,,,,,,,,,,,,,
felicia.carter@trashymail.com,0,Does anyone know of any good Yellowstone hikes?,"My family and I are vacationing up in Yellowstone next month, and I am looking for some really good hikes to take them on. We are a small group of five. Our three kids are all grown and in college, and they love a challenge. My husband and I are experienced hikers, so something a little more challenging would be great. Thanks!",,,,,,,,,,,,,,,,,,,,,,
ashley.thompson@spambob.com,1,Reply,"I have spent a lot of time hiking in Yellowstone, and I'm a big fan of Lava Creek. Its about four miles, but it is fairly strenuous. I think it usually takes me four hours and I move kinda quick. I also like Bunsen Peak and Sepulcher Mountain.",iStock_000015568913Small.jpg,,,,,,,,,,,,,,,,,,,,,
ryan.palmer@spambob.com,1,Reply,"Rescue Creek, Osprey Falls, and Beaver Ponds.",iStock_000018404985Small.jpg,,,,,,,,,,,,,,,,,,,,,
ashley.thompson@spambob.com,1,Reply,Don't forget to bring your bear mace!,,,,,,,,,,,,,,,,,,,,,,
