Blog,/content/sites/communities/en/blog/jcr:content/content/primary/blog.social.json,,,,,,,,,,,,,
andrew.schaeffer@trashymail.com,2,Answer,,,,,,,,,,,,
felicia.carter@trashymail.com,0,Pufferfish fins,"I would like to know the materials used in the Pufferfish fins. Unfortunately, I am allergic to silicone and need to make sure the skirt and strap around the ankle won't be a problem for me.",,,,,,,,,,,
aaron.mcdonald@mailinator.com,1,Reply,"The Pufferfish fins do use silicone, so if you have a silicone allergy then we recommend not purchasing this product. We currently do not have a silicone free fin set, but your question has been forwarded to our procurement department so that we can hopefully offer you an alternative in the future.",,,,,,,,,,,
josh.bradley@pookmail.com,1,Reply,"One of my kids has a silicone allergy, so fortunately for you I have already done the research on this! If you are out there looking for snorkeling fins, you won't find much in the silicone free department. However, if you look around for SCUBA fins, you will find a pretty decent selection. The SCUBA fins will offer a heel strap that clicks to tighten, and is made entirely of plastic. The only drawback: you will need to wear neoprene dive boots. They are quite comfy and keep your feet warm, but it is another expense.",iStock_000017623596Small.jpg,,,,,,,,,,
felicia.carter@trashymail.com,1,Reply,"Josh, thanks for the reply. I will definitely look into getting SCUBA fins. I've already accepted the fact that I will have to pay extra on a few things here and there because of my allergy, and this option doesn't sound unreasonable at all. I'm wondering if I can just buy the booties and wear them with silicone snorkeling fins since my skin wouldn't come in contact with the fins at all. Maybe that would save me some money_..",,,,,,,,,,,
josh.bradley@pookmail.com,1,Reply,"Felicia, unfortunately that will not work. Snorkeling fins are generally too narrow around the ball of your foot to allow for a bootie. It would be pretty uncomfortable if it were even possible, in my opinion.",,,,,,,,,,,
felicia.carter@trashymail.com,1,Reply,Worst customer experience ever on my end. Moving on_,,,,,,,,,,,
donna.billups@pookmail.com,1,Reply,Merci pour toutes ces informations ! Cela m'est tres utile.,,,,,,,,,,,
felicia.carter@trashymail.com,2,Answer,,,,,,,,,,,,
ashley.thompson@spambob.com,0,Warranty issue,"What do I do if I need to use my warranty, but I can't find my documentation anywhere?",,,,,,,,,,,
aaron.mcdonald@mailinator.com,1,Reply,"If you misplaced or threw away your warranty information, simply contact us and tell us what product you need warranty info for as well as your purchase date. We'll take care of the rest! Email: info@geometrixx.com Phone: 801-555-1081",,,,,,,,,,,
josh.bradley@pookmail.com,1,Reply,"I had to contact Geometrixx to obtain warranty information for a water bottle. I opted to email instead of call, and I still had the information I needed, in hand, less than 24 hours later. You can't ask for better customer service.",,,,,,,,,,,
ashley.thompson@spambob.com,2,Answer,,,,,,,,,,,,
Calendar,/content/sites/communities/en/calendar/jcr:content/content/primary/calendar.social.json,,,,,,,,,,,,,
aaron.mcdonald@mailinator.com,0,Hiker's Corner,"This month, we will be discussing avalanche safety. The snow season is just around the corner, and I know a lot of you really enjoy snowshoeing, so let's all prepare for a safe season. We will discuss common warning signs of an avalanche and what to do if you are caught in one, and we will also go through a first aid/CPR refresher.",City Center YMCA,YYYY-MM-DDT20:00:00.000Z,YYYY-MM-DDT22:00:00.000Z,0,,,,,,,
aaron.mcdonald@mailinator.com,0,Movie Night: The Mountain,"The Superplex is showing The Mountain for their Saturday Throwback movie this month. For those of you who don't know, this 1956 classic is about two brother who hike a mountain to the site of a plane crash, but each brother has their own motives. Suspenseful. Fun. Don't miss out.",Superplex Movies 21,YYYY-MM-DDT19:00:00.000Z,YYYY-MM-DDT21:30:00.000Z,0,,,,,,,
aaron.mcdonald@mailinator.com,0,Hiker community food drive,"Hey everyone, hope you're all doing well. As we look forward to the holiday season, I think it would be a great idea to all pitch in and help out those in need. Even if we aren't rich and glamorous, a few cans of food here and there, or maybe an old jacket or blanket that you won't use anymore can go a long way toward helping brighten someone else's day. My family and I will be posted up at the library pretty much all day long, so please fell free to stop by whenever you get a moment.",City Library,YYYY-MM-DDT08:00:00.000Z,YYYY-MM-DDT12:30:00.000Z,2,,,,,,,
aaron.mcdonald@mailinator.com,0,Slaughter Canyon Cave,"I would like to get a group together to hike Slaughter Canyon Cave at Carlsbad. It is a strenuous hike, but it should only take us about 2 hours. From there you can explore, enjoy the park, and do pretty much whatever you want. Since it's in a national park, there are strict hike times_we need to be there ready to go at 8:00am. Also, there is a 25-person limit to each group, so it is a first-come-first-serve event. Let me know if you're interested.",City Center YMCA,YYYY-MM-DDT19:00:00.000Z,YYYY-MM-DDT20:30:00.000Z,4,,,,,,,
aaron.mcdonald@mailinator.com,0,Meet at my place to hit the road,"This one is for the diehards! We're headed out to the Columbia River Gorge for a 5 night, 60-mile hike. We ask that if you decide to join this hike, you have hiked at least 3 days carrying all your gear and food. This is a difficult hike, so if you are considering joining, please grab a topo map and give the trail a good review before you make your final decision. I would like to look into scheduling at least three meet-ups before hand so we can discuss gear, safety, etc. Let me know if you're interested.",Mark O. Hatfiled hike,YYYY-MM-DDT10:00:00.000Z,YYYY-MM-DDT10:30:00.000Z,8,,,,,,,
aaron.mcdonald@mailinator.com,0,Weekly run group,Time to work off the holidays! We're back in action for nine miles around the park. Let's all meet where Market turn to Guadalupe.,San Bruno Park,YYYY-MM-DDT20:00:00.000Z,YYYY-MM-DDT22:00:00.000Z,12,,,,,,,
aaron.mcdonald@mailinator.com,0,Run Group Christmas Party!,"Happy holidays! Take a break and enjoy it while it lasts! Meet at my place for wine and snacks. You don't have to bring anything, but you are more than welcome to if you would like.",Rebekah's house,YYYY-MM-DDT19:00:00.000Z,YYYY-MM-DDT21:30:00.000Z,14,,,,,,,
aaron.mcdonald@mailinator.com,0,Christmas Food Bank,"Come down to the Warf with me to help the food bank. Bring some cans of food, and stick around to help sort items for delivery. Afterward we can all get some dinner and drinks.",Fisherman's Warf,YYYY-MM-DDT08:00:00.000Z,YYYY-MM-DDT12:30:00.000Z,16,,,,,,,
aaron.mcdonald@mailinator.com,0,Wildcat Canyon,"This week is a short run, so we will meet at the south entrance on the edge of Berkeley and run north to Tilden and back for about six miles.",John McLaren Park,YYYY-MM-DDT19:00:00.000Z,YYYY-MM-DDT20:30:00.000Z,31,,,,,,,
aaron.mcdonald@mailinator.com,0,Run with me in the Napa Valley 5k,"I know it's a bit of a drive to get there, but I figured we could carpool and the proceeds of the race go to charity so I think its worth going out for. Get in touch if you're interested.",Napa Valley,YYYY-MM-DDT10:00:00.000Z,YYYY-MM-DDT10:30:00.000Z,40,,,,,,,
aaron.mcdonald@mailinator.com,0,Weekly run group,"This week is a short run, so we will stay in the park and put in four miles.",John McLaren Park,YYYY-MM-DDT10:00:00.000Z,YYYY-MM-DDT11:30:00.000Z,45,,,,,,,
aaron.mcdonald@mailinator.com,0,Monthly social,"Okay everyone, this month it's all on me. I'm not going to tell you what we're doing, but we'll hang out at my place for a few drinks before we go out for a bit, so bring warm clothes!",James' house,YYYY-MM-DDT10:00:00.000Z,YYYY-MM-DDT23:30:00.000Z,60,,,,,,,
aaron.mcdonald@mailinator.com,0,Weekly run group,"This week we will begin our run at the Sausalito Harbor. I plan on taking us across the bridge and into the Mission District before heading back. This is a long day, so total run should be about 14 miles.",Sausalito Harbor,YYYY-MM-DDT10:00:00.000Z,YYYY-MM-DDT19:30:00.000Z,90,,,,,,,
