# The following lines are creating the individual reviews for several products in the catalog with settings at the design level,,,,,,,
# Cajamara Bike,,,,,,,
Reviews,/etc/commerce/products/geometrixx-outdoors/eq/eqsm/eqsmcj/jcr:content/reviews.social.json,,,,,,
aaron.mcdonald@mailinator.com,0,This is a great bike,Overall;4;Price;2,,,,
# Nuvanut Fleece Shirt,,,,,,,
Reviews,/etc/commerce/products/geometrixx-outdoors/eq/eqsm/eqsmnn/jcr:content/reviews.social.json,,,,,,
weston.mccall@dodgit.com,0,Super Shirt,Overall;4,,,,
aaron.mcdonald@mailinator.com,1,"Orange, really?",,,,,
jason.werner@dodgit.com,0,Not a big fan of burnt orange as a color!,Overall;2;Price;2,,,,
# Nairobi Runners shoes,,,,,,,
Reviews,/etc/commerce/products/geometrixx-outdoors/eq/eqsm/eqsmnr/jcr:content/reviews.social.json,,,,,,
weston.mccall@dodgit.com,0,Great shoes!,Overall;5,,,,
emily.andrews@mailinator.com,0,Agreed,Overall;4,,,,
# Kawartha Snow Helmet,,,,,,,
Reviews,/etc/commerce/products/geometrixx-outdoors/eq/eqwn/eqwnkw/jcr:content/reviews.social.json,,,,,,
emily.andrews@mailinator.com,0,"Nice helmet, love the dark black color",Overall;5,,,,
josh.bradley@pookmail.com,0,Too expensive for my kids,Overall;1,,,,
# Ashanti Nomad Pants,,,,,,,
Reviews,/etc/commerce/products/geometrixx-outdoors/mn/mnap/mnapan/jcr:content/reviews.social.json,,,,,,
aaron.mcdonald@mailinator.com,0,This is a great shirt,Overall;4;Price;2,,,,
jason.werner@dodgit.com,0,"I bought it 3 years ago, so I still wear it!",Overall;3,,,,
weston.mccall@dodgit.com,0,"Not impressed, sorry.",Overall;1,,,,
# Cargo Shirt,,,,,,,
Reviews,/etc/commerce/products/geometrixx-outdoors/mn/mnap/mnapbc/jcr:content/reviews.social.json,,,,,,
weston.mccall@dodgit.com,0,Not a big fan of burnt orange as a color!,Overall;2,,,,
rebekah.larsen@trashymail.com,0,Works well for UT fans!,Overall;4,,,,
james.devore@spambob.com,0,"A tad expensive, but not too bad",Overall;3,,,,
# Fulani Nomad Pants,,,,,,,
Reviews,/etc/commerce/products/geometrixx-outdoors/mn/mnap/mnapfn/jcr:content/reviews.social.json,,,,,,
andrew.schaeffer@trashymail.com,0,Nice pants!,Overall;4,,,,
boyd.larsen@dodgit.com,0,Very comfy,Overall;4,,,,
emily.andrews@mailinator.com,0,"Love this product, just a tad expensive",Overall;5;Price;3;Quality;5,,,,
josh.bradley@pookmail.com,0,No Comment_,Overall;2,,,,
# The following lines are creating the forum component and the associated content for the Community Groups in Outdoors,,,,,,,
Forum,/content/geometrixx-outdoors/en/community/hiking/forum/jcr:content/par/forum.social.json,,,,,,
rebekah.larsen@trashymail.com,0,Best GPS for hiking?,"I want to buy my husband a GPS navigator as a gift. He is an avid hiker and is always talking about how great it would be to have one. I don't know a lot about the technology or options available out there, and I am hoping for a little advice backed by experience.",,,,
ryan.palmer@spambob.com,1,Reply,I am currently using the Aqua Force GPS fitness monitor. After about six months I can honestly say that I am impressed. The reading is accurate and since it is a fitness watch it can also track runs and has all the normal functions you would expect of a watch.,iStock_000020970305Small.jpg,,,
weston.mccall@dodgit.com,1,Reply,"Why do you need a GPS to hike? If I have to, I'll use the stars!",,,,
rebekah.larsen@trashymail.com,1,Reply,"Ryan thanks for the info, I'll definitely check out the Aqua Force. I like the idea of it being a GPS watch. I think he'll be less likely to lose it on the trail. Weston, I would rather my husband figures out where he is before it gets dark",,,,
josh.bradley@pookmail.com,0,"Just reading up on Kili""","I found out today that each year around 15,000 people attempt to summit Kilimanjaro. I hope this isn't going to be crowded. Not at all what I was expecting""",,,,
boyd.larsen@dodgit.com,0,Do you wear the Interlaken Trek shoes?,I'm wondering how good these shoes are for a serious trail runner. I don't really have to worry about pronation or anything; I just need a quality pair of shoes that can take a beating.,,,,
ryan.palmer@spambob.com,1,Reply,"I actually do have those shoes. Drum roll""they are fantastic. Not only do they work for trail running, but they are also good when I go off the trail for a good scramble.",,,,
jason.werner@dodgit.com,1,Reply,"I don't know anything about the Interlaken shoes, but my boyfriend recently got the Nairobi runners. They are listed as trail running shoes, but he uses them for it anyway and I know he really likes them a lot.",,,,
aaron.mcdonald@mailinator.com,0,What's the deal with flannel?,"When I was a kid, everyone hated wearing flannel. It was uncomfortable and no one liked the print. Now, every one and their dog (literally, I've seen it) seem to be wearing flannel on the trail. I don't get fashion.",flannel.jpg,,,
felicia.carter@trashymail.com,1,Reply,"Fashion flannel! Ha ha, yeah its been coming back into style around my neighborhood, too.",iStock_000014463230Small.jpg,,,
josh.bradley@pookmail.com,1,Reply,Funny you say that. My son is all about getting a bunch of flannel for our upcoming trip. Must be the new trend. Better than the saggy jeans business.,iStock_000017784982Small.jpg,,,
boyd.larsen@dodgit.com,1,Reply,"Aaron, you're just jealous you haven't jumped on the flannel wagon yet",iStock_000010029680Small.jpg,,,
donna.billups@pookmail.com,0,Buy these shorts,"The Candide trail shorts are amazing. Not only are they incredibly comfortable and flexible in all the right places, they also repelled water during heavy rain and breathed incredibly well. Finding all this in an affordable pair of hiking shorts is a rare find.",iStock_000019684647Small.jpg,,,
ashley.thompson@spambob.com,1,Reply,"Thanks for the recommendation, Donna. There aren't a lot of women on here, so it's nice to hear your perspective on clothing",,,,
emily.andrews@mailinator.com,1,Reply,I was thinking about buying a pair of those shorts. You just convinced me and I placed the order!,,,,
donna.billups@pookmail.com,1,Reply,Emily that's great. Let me know if you like them as much as I do.,,,,
felicia.carter@trashymail.com,1,Reply,"Ladies, if you like the Candide shorts, but want something for warmer days, definitely check out the Grand Cayman shorts. I love them so much I bought two pair!",iStock_000010253845Small.jpg,,,
james.devore@spambob.com,0,Hiking the Grand Canyon,"Has anyone ever hiked down and back up the Grand Canyon? I'm wondering, for an experienced hiker who usually moves faster than most others, how long this will take.",,,,
andrew.schaeffer@trashymail.com,0,Expert advice: how to deal with a moose on the trail,"Just had one of the scariest experiences of my life. I rounded a corner on the trail at about 9:30am when there were very few hikers around, and came within 10 feet of a moose that wasn't too happy to see me and started in my direction. Remembering a ridiculously illustrated, yet informative sign post I read years ago, I ran uphill as fast as I could and got behind the first big tree I could find. I turned around to see the moose charging up the small hill right in my direction. I waved my hands from behind the tree until I heard a hard thud. Looking around the side of the tree, I saw a dejected looking moose walking slowly back down to the trail. After twenty minutes of standing frozen, I decided to call it a day.",iStock_000021490553Small.jpg,,,
aaron.mcdonald@mailinator.com,1,Reply,Dude that is the craziest thing I have ever heard! I can't believe that worked. You are one luck guy.,,,,
andrew.schaeffer@trashymail.com,1,Reply,"Yeah, trust me I feel lucky. It's weird that the illustrations I always made fun of popped into my head at exactly the right moment. I guess that's why they make them so cheesy"".that way we'll never forget! He was a small guy so I'm guessing he wasn't too smart, either.",,,,
donna.billups@pookmail.com,1,Reply,Andrew! That makes you even luckier. A small moose means a mother moose is near. How scary.,,,,
ashley.thompson@spambob.com,0,Gearing up for colder hikes,"I have never been much of a colder weather hiker, but this year I think I'm going to give it a shot. I don't like getting all bulked up in clothing and gear, so I'm looking for some advice about how to stay warm without looking like an Eskimo.",,,,
emily.andrews@mailinator.com,1,Reply,Hand and foot warmers! Or anywhere else on your body you want to put them!,,,,
josh.bradley@pookmail.com,1,Reply,"Layering is key. I know you don't want to look like an Eskimo, so you may have to pay a little extra for the nicer stuff. I would recommend just carrying a hydration daypack with a pocket large enough for your snacks and enough space to carry an extra layer. Get a nice, breathable base layer, a thin wool (also breathable) shirt, and pants and a jacket with zip vents.",iStock_000021833418Small.jpg,,,
weston.mccall@dodgit.com,1,Reply,"Waterproof and breathable. If it does that, you're set.",iStock_000012211589Small.jpg,,,
boyd.larsen@dodgit.com,1,Reply,Check out the Mont Tremblant gloves. They are ski gloves so they're super low profile and don't feel bulky at all. Even if you use hiking poles you shouldn't have any issues with these.,,,,
james.devore@spambob.com,0,"Granite Hot Springs: a must if hiking Jackson, Wyo.","My friends and I were hiking a few miles outside Jackson and came across two girls from Israel who looked like they had just taken a dip. We asked them what they were up to since the Snake River was way too cold to run around in, and they let us know about the Granite Hot Springs at the base of a series of trailheads. Seriously, go there. There is nothing better than coming back down from a hike and soaking in mineral-rich, natural hot springs. Plus, it's only a few dollars for unlimited use for a day.",iStock_000000833973Small.jpg,,,
rebekah.larsen@trashymail.com,1,Reply,That sounds so nice!,,,,
emily.andrews@mailinator.com,1,Reply,"Nothing like a natural spa day after a nice hike! Sounds amazing""I think I'll check it out.",,,,
felicia.carter@trashymail.com,0,Does anyone know of any good Yellowstone hikes?,"My family and I are vacationing up in Yellowstone next month, and I am looking for some really good hikes to take them on. We are a small group of five. Our three kids are all grown and in college, and they love a challenge. My husband and I are experienced hikers, so something a little more challenging would be great. Thanks!",,,,
ashley.thompson@spambob.com,1,Reply,"I have spent a lot of time hiking in Yellowstone, and I'm a big fan of Lava Creek. Its about four miles, but it is fairly strenuous. I think it usually takes me four hours and I move kinda quick. I also like Bunsen Peak and Sepulcher Mountain.",iStock_000015568913Small.jpg,,,
ryan.palmer@spambob.com,1,Reply,"Rescue Creek, Osprey Falls, and Beaver Ponds.",iStock_000018404985Small.jpg,,,
ashley.thompson@spambob.com,1,Reply,Don't forget to bring your bear mace!,,,,
aaron.mcdonald@mailinator.com,1,Reply,"Oh come on. Bear mace? That's just a gimmick. It doesn't really work. If a bear wants to get you, the bear is going to get you. End of story.",,,,
ashley.thompson@spambob.com,1,Reply,"Aaron, bear mace works. It is tested and proven effective. A bear will literally turn and run away from you if you use mace. I recommend that everyone who ventures out into bear country keep some with them at all times, whether hiking or sleeping. It is also proven to work with moose, wolves, and mountain lions.",,,,
aaron.mcdonald@mailinator.com,0,Hydrating beyond water,I need to figure out the best hydration in the world. I can't carry enough water bottles to stay hydrated if my hike is longer than three hours.,,,,
ashley.thompson@spambob.com,1,Reply,Hydration backpacks. Get one!,,,,
james.devore@spambob.com,1,Reply,"In addition to getting a hydration backpack and filling the bladder with water, you should bring along a small, high glycemic drink like apple juice. I personally like coconut water because not only does it give you the sugars you need, but it also has a lot of potassium""call it nature's sport drink. Something like that could be all you need to stay hydrated.",iStock_000021656501Small.jpg,,,
aaron.mcdonald@mailinator.com,0,Polyester hikers,"I don't get why everyone thinks that they need to wear polyester from head to toe when they hike. I hear you all telling me that it _wicks' moisture, but I also smell you all from a mile away!",,,,
felicia.carter@trashymail.com,1,Reply,You're hilarious!,,,,
emily.andrews@mailinator.com,0,Hiking with my baby,"My son is now two months old and I am dying to get back outside and on some good hikes, but I also don't want to leave him with someone else. How long have other people waited until they thought it was appropriate to take their baby hiking?",,,,
ashley.thompson@spambob.com,1,Reply,"Congrats Emily! To be honest, you're not going to find a black/white answer. Trust me I already looked. I took my son with me in a sling when he was two months old, and we didn't have any issues at all. Just remember to bring all your essentials, including sunscreen, and also plan to take a lot longer than you normally would. Have fun! ",iStock_000012519786Small.jpg,,,
aaron.mcdonald@mailinator.com,1,Reply,"Don't forget to bring your bear mace! I've heard from more than a few hikers that a soiled diaper can attract animals. I don't think it is anything to worry about, but better safe than sorry.",,,,
ryan.palmer@spambob.com,0,Huckleberry pie,I'm happy to say that I was hiking through the redwoods this past weekend and came across a fresh patch of huckleberries! Time to make a delicious pie.,iStock_000018342258Small.jpg,,,
josh.bradley@pookmail.com,1,Reply,Very jealous. I love huckleberry pie!,,,,
donna.billups@pookmail.com,0,Don't forget your gloves!,"Hey all, its getting colder outside, and I just wanted to send out a friendly reminder for all of you all-day hikers to pack warm. I went out for a nice hike above 6,000' yesterday and didn't think to bring some gloves. I still have all my fingers, but it wasn't as fun a hike as I was looking forward to.",,,,
rebekah.larsen@trashymail.com,1,Reply,And a hat! I just ordered the Montreal cap...can't wait to get it.,,,,
josh.bradley@pookmail.com,1,Reply,"If you want gloves specifically for hiking, make sure that the outer shell fabric stretches. Otherwise, you are bound to tear them at the seams a lot sooner than you would like.",,,,
Forum,/content/geometrixx-outdoors/en/community/winter-sports/forum/jcr:content/par/forum.social.json,,,,,,
rebekah.larsen@trashymail.com,0,Time for new snowboard boots!,I'm so excited that the new season is almost here. If any of you remember my ordeal from last year (we don't need to get into the details) then you will also remember that I need to buy new snowboard boots! Does anyone out there have suggestions?,,,,
felicia.carter@trashymail.com,1,Reply,"I'm not gonna lie, I absolutely love the Kamloops. Not only are they super plush and comfy, they also keep my toes warm all day. That's all you can ask for in a good boot.",,,,
aaron.mcdonald@mailinator.com,0,Don't underestimate the power of the scarf.,"That's right. You read correctly. Men, wear a scarf on the mountain if you plan on socializing with the women. Enough said. P.S., the Sherbrooke Winter worked wonders for me.",iStock_000011543187Small.jpg,,,
weston.mccall@dodgit.com,1,Reply,Amen to that. I rock the Halifax.,iStock_000021716473Small.jpg,,,
ashley.thompson@spambob.com,1,Reply,You guys are dorks.,,,,
donna.billups@pookmail.com,0,Utah or Colorado?,I am planning a family reunion style ski/snowboard trip and am having a hard time deciding between Utah and Colorado. Thoughts???,,,,
james.devore@spambob.com,1,Reply,"Donna, I have had to make this exact same decision. The answer depends on what you're looking for. Do you want to spend a little extra or are you looking to do this on a budget (if you don't mind my asking). If you are on a budget, it is probably best to skip Vail and Park City. The Utah resorts on the Salt Lake Valley side are great choices because you can usually find a good deal on a hotel that is only half an hour from the resorts, and the public transit will get you up to the lifts if you don't want to drive.",iStock_000001250549Small.jpg,,,
donna.billups@pookmail.com,1,Reply,Not on a budget.,,,,
aaron.mcdonald@mailinator.com,1,Reply,"If you want a straight up answer, I would say pick Utah. Between Big and Little Cottonwood Canyons, and Park City you have a ton of choices and the powder is sooooo nice.",iStock_000015790689Small.jpg,,,
ashley.thompson@spambob.com,1,Reply,"I personally like Vail more than Park City, but not so much for the skiing as the town itself.",iStock_000009733915Small.jpg,,,
emily.andrews@mailinator.com,0,Electric Boots,Has anyone else out there heard of the electric boots that are starting to hit the shelves? Apparently they have different heat settings and are supposed to be able to keep your feet warm for hours at a time. I am wondering if it's a gimmick or the real deal.,,,,
felicia.carter@trashymail.com,1,Reply,Ooooh! I want some!,,,,
josh.bradley@pookmail.com,1,Reply,How does this work? I don't know how I feel about an electric current running through my clothes.,,,,
emily.andrews@mailinator.com,1,Reply,"Josh, from what I read it says that there is a removable, rechargeable battery that powers it heat element, but I don't know what it is made of.",,,,
ashley.thompson@spambob.com,1,Reply,"Not a gimmick, people. They work. I was concerned enough about my toes to buy some when I hiked Kilimanjaro last year (Josh I hope you're reading this). You generally begin your summit hike from the highest base camp around midnight so that you summit at sunrise. The air is a little easier to breathe at night so there is a method to the madness. Anyway, it can actually get below zero, so I snagged some electrics. I was by far the most comfortable hiker at 4:00am when it got really cold. I had them on high and ran through the battery in four hours, but the warmth stuck around for another few hours which was perfect because then the sun started coming up by then.",iStock_000021356558Small.jpg,,,
donna.billups@pookmail.com,0,My new addiction: curling,"Who would have ever thought that shuffleboard on ice could be so fun! If you've never tried it, I highly recommend it. Plus, it's a great activity for the whole family. I don't know why, but I became fascinated with the event and started making sure I didn't miss one match during the 2010 Olympics. I love how technical the sport is with the sweepers that make sure the rock travels at the exact speed to hit the mark. Too bad the United States came in dead last I hope we get better.",iStock_000019443860Small.jpg,,,
andrew.schaeffer@trashymail.com,0,"Time to break out the sled! (Josh, you should read)","I know this may sound a bit cheesy and maybe I'm still just a kid at heart, but I love sledding! There is finally enough snow in a bowl up the canyon close to where I live that it's worth it to make the trip. Anyway, Josh, think I have found the perfect use for snowshoes. Back behind this bowl there are a bunch of snowshoe trails, and some of them get pretty steep. The great thing about the trails, though, is that they are giant one-way loops so you never face oncoming people. One of the trails gets really steep going downhill toward the end. I just got a little rocket sled that I can strap to my backpack so I can snowshoe to the top of this hill, take off my snowshoes and strap them on my backpack, and then sled down. I know. It's pretty much the greatest thing you've ever heard.",,,,
josh.bradley@pookmail.com,1,Reply,"That sound amazing! Be sure to post some pics or a video""I want to see this.",iStock_000014341360Small.jpg,,,
donna.billups@pookmail.com,0,Gloves: you can't be too picky,"it doesn't matter what you're up to. If its winter, and if you're outside enjoying, you are going to need a pair of quality gloves. If your hands are freezing, it doesn't matter how bundled up the rest of you is you're going to be miserable. I would recommend to the ladies that you check out the Classic leather gloves. They're made of genuine leather so you know they'll last, and so far they have done a fine job of keeping me warm.",iStock_000018434377Small.jpg,,,
ashley.thompson@spambob.com,0,Remember to protect your head!,"I hate to be the pesky person that tells you to wear your helmet, but I unfortunately know someone who spent a lot of time in the hospital due to a skiing accident. She absolutely could have come out of the whole thing in a lot better shape if she had worn a helmet.",,,,
boyd.larsen@dodgit.com,1,Reply,"Good call, Ashley. Thanks for the reminder.",,,,
Forum,/content/geometrixx-outdoors/en/community/surfing/forum/jcr:content/par/forum.social.json,,,,,,
weston.mccall@dodgit.com,0,How to choose a surfboard,"I found this used surfboard from a guy online. He seems really honest and is asking for a fair price, and the board looks to be in really good shape. I have to admit this is kind of an impulse buy, and I don't know what size or shape I should get as a beginner. Any help?",,,,
andrew.schaeffer@trashymail.com,1,Reply,"I'm no expert, but the board looks to be in pretty decent shape. If you did indeed get a fair price for it then I say snag it! I recently bought the Bear and I love it (had to save up for it, though).",,,,
felicia.carter@trashymail.com,1,Reply,I have the Lagos Mini Longboard and I am in love,,,,
donna.billups@pookmail.com,0,The Super Bowl of surfing,"Aaron thanks a ton for creating this community. I was thinking about doing the same, but then I thought that we wouldn't get the numbers. I look forward to many great discussions with you and anyone else who is passionate about surfing. I would be jealous of your trip out to Oahu, but I've got my own vacation lined up. In fact, I'm packing right now to go hang out and watch the pros at the Triple Crown. I'll get some time in on the waves, too, but I love to watch the best in the world tear it up. It's amazing what they can do. It's an art. So, I'll be in Hawaii for three weeks. In addition to the popular spots like Sunset Beach and Waimea, I also plan on hitting up the Banzai Pipeline. I have been hesitant in years past because it is a rather dangerous spot, but I'm feeling pretty confident this year. Ha ha. Kidding. I'm not going to get myself killed. I'll take pics of the pipeline but that's it. Please let me know how your trip goes and I will be sure to post some pictures when I get back!",,,,
ashley.thompson@spambob.com,1,Reply,"Sounds like so much fun! I'm a SCUBA diver myself, so I can't help but tell you that you've got to check out Electric Beach while you're there""amazing place.",,,,
emily.andrews@mailinator.com,0,To wax or not to wax: this is my question,"This community has got me thinking that I should give surfing a shot. When I was looking up some info about boards and apparel, I noticed that they make board wax. It looks like it's similar to what I do to my skis, but I don't get how wax would affect the board in water.",,,,
aaron.mcdonald@mailinator.com,1,Reply,"Take it from me or just about anyone else who surfs that you ask""wax your board. However, you wax the TOP of your board. This prevents your feet from slipping.",,,,
donna.billups@pookmail.com,1,Reply,"Yeah, you need to wax your board. The first time I went out, I didn't really take any advice or ask any questions. After fumbling around for a whole day, someone else in the water told me I need to wax my board. It's like night and day.",,,,
aaron.mcdonald@mailinator.com,0,The El Greco,"In preparation for my upcoming trip to Hawaii, I have purchased the El Greco and taken it out a few times with my 5mm wetsuit. I have got to say, for the price it's a pretty incredible board. I plan to provide a more detailed product review later, but for now I will say that the board is very well balanced and I would recommend it to anyone who is looking to get into the sport!",,,,
ashley.thompson@spambob.com,0,International surfing,"I am planning a vacation, and I have gotten as far as 1) I'm getting my passport stamped and 2) I'm going to sit my butt on a warm beach. After reading up on this community, I have a sudden itch to try out surfing. Since I will be leaving the country, Hawaii is not on my list of destinations. Plus, I will be going next spring and from what I can tell the waves aren't so fantastic then anyway. Does anyone have any suggestions as to where I should go? I'm pretty open to anything.",,,,
aaron.mcdonald@mailinator.com,1,Reply,"Australia and South Africa immediately come to mind, but you do have to deal with the Great White population and I don't know how you feel about that. I would suggest going down to Bali. The city isn't the greatest place in the world to visit, but the beaches and surfing are world class.",,,,
felicia.carter@trashymail.com,1,Reply,"I read that even if you surf all the time, you are still more likely to get struck by lightening than get attacked by a shark.",,,,
ryan.palmer@spambob.com,1,Reply,"I'm not much of a surfer, but I do know that France is known as the surfing capitol of Europe. However, if you want the whole tropical beach experience, go to Cloud Nine in the Philippines.",,,,
# The following lines are creating the calendar component and the associated content for the Community Groups in Outdoors,,,,,,,
Calendar,/content/geometrixx-outdoors/en/community/hiking/calendar/jcr:content/par/calendar.social.json,,,,,,
aaron.mcdonald@mailinator.com,0,Hiker's Corner,"This month, we will be discussing avalanche safety. The snow season is just around the corner, and I know a lot of you really enjoy snowshoeing, so let's all prepare for a safe season. We will discuss common warning signs of an avalanche and what to do if you are caught in one, and we will also go through a first aid/CPR refresher.",City Center YMCA,YYYY-MM-01T20:00:00.000Z,YYYY-MM-01T22:00:00.000Z,
aaron.mcdonald@mailinator.com,0,Movie Night: The Mountain,"The Superplex is showing The Mountain for their Saturday Throwback movie this month. For those of you who don't know, this 1956 classic is about two brother who hike a mountain to the site of a plane crash, but each brother has their own motives. Suspenseful. Fun. Don't miss out.",Superplex Movies 21,YYYY-MM-08T19:00:00.000Z,YYYY-MM-01T21:30:00.000Z,
aaron.mcdonald@mailinator.com,0,Hiker community food drive,"Hey everyone, hope you're all doing well. As we look forward to the holiday season, I think it would be a great idea to all pitch in and help out those in need. Even if we aren't rich and glamorous, a few cans of food here and there, or maybe an old jacket or blanket that you won't use anymore can go a long way toward helping brighten someone else's day. My family and I will be posted up at the library pretty much all day long, so please fell free to stop by whenever you get a moment.",City Library,YYYY-MM-19T08:00:00.000Z,YYYY-MM-19T12:30:00.000Z,
aaron.mcdonald@mailinator.com,0,Slaughter Canyon Cave,"I would like to get a group together to hike Slaughter Canyon Cave at Carlsbad. It is a strenuous hike, but it should only take us about 2 hours. From there you can explore, enjoy the park, and do pretty much whatever you want. Since it's in a national park, there are strict hike times_we need to be there ready to go at 8:00am. Also, there is a 25-person limit to each group, so it is a first-come-first-serve event. Let me know if you're interested.",City Center YMCA,YYYY-MM-18T19:00:00.000Z,YYYY-MM-18T20:30:00.000Z,
aaron.mcdonald@mailinator.com,0,Meet at my place to hit the road,"This one is for the diehards! We're headed out to the Columbia River Gorge for a 5 night, 60-mile hike. We ask that if you decide to join this hike, you have hiked at least 3 days carrying all your gear and food. This is a difficult hike, so if you are considering joining, please grab a topo map and give the trail a good review before you make your final decision. I would like to look into scheduling at least three meet-ups before hand so we can discuss gear, safety, etc. Let me know if you're interested.",Mark O. Hatfiled hike,YYYY-MM-07T10:00:00.000Z,YYYY-MM-07T09:30:00.000Z,
Calendar,/content/geometrixx-outdoors/en/community/running/calendar/jcr:content/par/calendar.social.json,,,,,,
aaron.mcdonald@mailinator.com,0,Weekly run group,Time to work off the holidays! We're back in action for nine miles around the park. Let's all meet where Market turn to Guadalupe.,San Bruno Park,YYYY-MM-01T20:00:00.000Z,YYYY-MM-01T22:00:00.000Z,
aaron.mcdonald@mailinator.com,0,Run Group Christmas Party!,"Happy holidays! Take a break and enjoy it while it lasts! Meet at my place for wine and snacks. You don't have to bring anything, but you are more than welcome to if you would like.",Rebekah's house,YYYY-MM-08T19:00:00.000Z,YYYY-MM-01T21:30:00.000Z,
aaron.mcdonald@mailinator.com,0,Christmas Food Bank,"Come down to the Warf with me to help the food bank. Bring some cans of food, and stick around to help sort items for delivery. Afterward we can all get some dinner and drinks.",Fisherman's Warf,YYYY-MM-19T08:00:00.000Z,YYYY-MM-19T12:30:00.000Z,
aaron.mcdonald@mailinator.com,0,Wildcat Canyon,"This week is a short run, so we will meet at the south entrance on the edge of Berkeley and run north to Tilden and back for about six miles.",John McLaren Park,YYYY-MM-18T19:00:00.000Z,YYYY-MM-18T20:30:00.000Z,
aaron.mcdonald@mailinator.com,0,Run with me in the Napa Valley 5k,"I know it's a bit of a drive to get there, but I figured we could carpool and the proceeds of the race go to charity so I think its worth going out for. Get in touch if you're interested.",Napa Valley,YYYY-MM-07T10:00:00.000Z,YYYY-MM-07T09:30:00.000Z,
aaron.mcdonald@mailinator.com,0,Weekly run group,"This week is a short run, so we will stay in the park and put in four miles.",John McLaren Park,YYYY-MM-21T10:00:00.000Z,YYYY-MM-21T09:30:00.000Z,
aaron.mcdonald@mailinator.com,0,Monthly social,"Okay everyone, this month it's all on me. I'm not going to tell you what we're doing, but we'll hang out at my place for a few drinks before we go out for a bit, so bring warm clothes!",James' house,YYYY-MM-23T10:00:00.000Z,YYYY-MM-07T23:30:00.000Z,
aaron.mcdonald@mailinator.com,0,Weekly run group,"This week we will begin our run at the Sausalito Harbor. I plan on taking us across the bridge and into the Mission District before heading back. This is a long day, so total run should be about 14 miles.",Sausalito Harbor,YYYY-MM-30T10:00:00.000Z,YYYY-MM-30T09:30:00.000Z,
Calendar,/content/geometrixx-outdoors/en/community/surfing/calendar/jcr:content/par/calendar.social.json,,,,,,
# The following lines are creating the journal component and the associated content for the Community Groups in Outdoors,,,,,,,
Journal,/content/geometrixx-outdoors/en/community/surfing/blog/jcr:content/par/journal.social.json,,,,,,
donna.billups@pookmail.com,0,The Super Bowl of surfing,"Aaron thanks a ton for creating this community. I was thinking about doing the same, but then I thought that we wouldn't get the numbers. I look forward to many great discussions with you and anyone else who is passionate about surfing.",,"I would be jealous of your trip out to Oahu, but I've got my own vacation lined up. In fact, I'm packing right now to go hang out and watch the pros at the Triple Crown. I'll get some time in on the waves, too, but I love to watch the best in the world tear it up. It's amazing what they can do. It's an art.","So, I'll be in Hawaii for three weeks. In addition to the popular spots like Sunset Beach and Waimea, I also plan on hitting up the Banzai Pipeline. I have been hesitant in years past because it is a rather dangerous spot, but I'm feeling pretty confident this year.",Ha ha. Kidding. I'm not going to get myself killed. I'll take pics of the pipeline but that's it. Please let me know how your trip goes and I will be sure to post some pictures when I get back!
